Company	DS Correct	ET Correct	Count	Num Types	Num MealTypes
p0057297fvba	37	27	39	58	12
p0096497vdmf	1	1	1	62	7
p0092311jesl	56	33	62	45	7
p0098098wg5n	7	4	8	34	8
p0004016xtik	95	57	104	64	10
p00634696zx6	17	14	18	59	9
p0040663le2e	9	7	9	45	7
p0005034nmch	154	102	207	66	8
p0023460qdty	39	16	50	77	8
p0084773usgm	86	79	88	54	10
p0024296dseq	0	0	1	37	7
p0021016b358	162	99	177	67	17
p0021623geil	114	100	118	34	5
p0022639qpy8	59	43	60	56	13
p0042263kvgw	6	5	7	66	13
p0077159z2ou	35	17	38	55	7
p0095857wdkv	104	65	129	58	10
p0089348jfaj	20	14	22	53	9
p0088207wkjc	37	18	41	30	7
p0046198ydrb	75	58	127	99	10
p0075580pld6	8	6	10	52	8
p0081888fdma	54	44	57	46	7
p0093909wsg7	27	18	28	40	8
p0046671bv82	225	152	259	85	6
p0028695sclg	230	208	259	50	6
p0001877mcqw	183	106	237	191	12
p00010529qmw	1	1	2	127	13
p0085765zh9v	32	18	38	66	13
p0073813dp9h	243	177	259	67	6
p0003532tazw	10	4	14	57	10
p0005642bz2o	81	73	81	34	8
p0073722acgy	31	27	31	45	6
p0003261g9yc	24	15	31	59	12
p0013774aev4	8	3	9	60	9
p0088298fveg	201	130	207	52	11
p0050217swyg	191	158	211	40	3
p0036394dcvf	1112	925	1190	59	22
p0002355ewqf	9	0	9	52	10
p0089890btwl	16	10	16	62	12
p0072612zlrw	174	127	190	107	9
p0098821zefm	32	26	36	49	9
p0082525blwc	134	81	142	111	14
p0087885csuy	19	15	30	41	10
p0063177mr6h	71	34	73	43	9
p0003883giwr	1	1	1	28	3
p0052455jly7	1	0	1	56	11
p0089745tdw2	8	7	8	33	8
p0086118l8jb	105	97	164	74	13
p0005221lpf9	2	1	3	73	12
p00061914tva	13	10	16	44	7
p0077198lfgf	10	6	10	33	6
p000662485aj	32	15	39	116	13
p0064823e9tg	44	37	44	38	7
p0088283cgqz	129	97	157	75	12
p0034226tq4q	25	22	26	55	6
p0094888qdba	42	20	51	68	9
p0005649tfoe	32	20	37	53	8
p0005394qnbj	2	0	6	52	8
p0090967nopm	3	3	3	39	3
p0095975lazj	20	15	24	57	9
p0056888ogwk	182	164	189	30	5
p0091961af3l	8	3	10	51	8
p0088614xbri	63	48	66	29	5
p00972567kxj	119	95	142	56	8
p0085870pc8u	192	121	207	80	12
p0075235yhq6	264	159	401	100	9
p0087161e4rj	105	68	113	52	9
p0024502tv7e	323	300	347	48	8
p0000935tqbf	537	375	579	137	17
p0065518j6gy	0	0	1	46	5
p0011061f8mn	6	3	9	42	6
p0095406b9dq	111	60	145	133	13
p0001124cdvb	7	4	7	54	8
p00304729qbt	180	121	196	69	9
p0095374vkqs	24	17	26	47	8
p0089280mxzg	3973	3370	4253	81	19
p0088679ay8f	19	19	19	55	10
p0070477gnhj	147	92	209	87	15
p0070112hrcl	176	164	201	37	4
p0095793jrgb	69	58	117	87	9
p0000986pcie	134	105	314	55	8
p0089380eneq	48	39	51	54	9
p0053172mcbm	9	6	11	82	11
p0047527pcsx	471	241	481	105	20
p0020398jeti	17	11	18	63	12
p0097935elkj	120	85	142	29	7
p0099148bydg	50	17	58	44	5
p0002006wvnj	7	3	7	49	7
p0069153t7ld	11	5	12	29	5
p0039096va39	3051	1869	3239	93	15
p0071511zto8	17	15	19	39	4
p0096563y7wt	463	319	496	75	10
p0020643glp4	58	50	64	39	6
p005071659yv	125	118	144	37	6
p0013164a9n6	1	1	1	56	14
p0090534nf4k	100	88	105	51	7
p0071023dhpn	1	0	1	63	7
p0035482hogb	72	42	77	67	11
p0097831cdr2	88	73	97	57	4
p0086701nbpq	0	0	1	53	8
p0024412xrwo	303	220	327	48	7
p00009255dj2	63	41	91	76	11
p0068614ldk5	23	13	25	46	8
p0003971vxdz	49	47	55	54	7
p0038721za7n	16	9	19	37	5
p0007220n5sf	65	49	80	72	10
p0062505oplh	114	96	117	66	11
p0094737uftz	44	28	49	54	8
p0015888rvew	5	4	5	55	7
p0051508toip	29	17	31	127	20
p00036138fid	51	25	56	56	9
p0006669l7ut	22	15	22	27	4
p000156474ga	36	26	39	67	11
p0085988w56m	21	13	25	59	9
p0087743f2h9	138	78	424	110	13
p0002032nlpc	317	154	364	61	7
p0005462mo4a	102	100	105	45	3
p0005441lhdk	2	2	3	69	9
p00964494avn	173	148	185	42	7
p0075728jxza	88	52	93	45	11
p0096925omxv	1	0	6	113	11
p0006850qsif	17	15	19	36	7
p0099587gv7r	10	5	17	77	8
p0032098erw4	104	91	125	72	6
p0005236et5p	31	25	31	47	9
p0008829b82z	79	56	83	27	5
p0002785fz8u	3	3	3	55	10
p0046575fjgx	307	230	328	42	6
p0015653tnbl	0	0	4	31	3
p0099581airh	40	28	45	67	10
p0000751db8n	64	53	72	47	7
p0038095nhoi	28	19	28	60	10
p0087709ha9k	34	25	43	57	10
p0075386spoa	87	36	89	62	13
p0014961s6va	6	6	6	31	5
p0013176bscq	2	1	2	39	5
p0058625ow7k	45	33	47	51	7
p00035577osh	712	476	768	89	17
p0001447la29	74	53	79	52	7
p0093051ofrm	58	11	58	72	18
p0033335noih	220	148	247	56	8
p0046267ehgl	90	62	97	57	5
p0089548fu9c	33	21	34	54	9
p0074512ck7y	4	1	4	48	7
p0079650vxlh	105	80	108	80	16
p0019142w2nk	5	5	5	55	9
p0057595gdvr	24	18	27	52	10
p00786905fae	21	21	33	31	4
p0024921x2kd	59	35	64	43	6
p0076421v4mk	46	38	50	57	7
p00023954t6f	10	5	11	96	11
p00924545xit	52	49	69	53	10
p0044492zaox	22	16	38	166	18
p0095816srlb	14	10	14	78	8
p00218855mvg	18	17	22	89	9
p00781373sux	42	23	51	80	11
p00191012f8k	16	9	18	57	10
p0050473whqp	109	84	113	73	8
p0090706oigd	2	2	2	70	5
p0062381c6bu	176	110	222	88	9
p0013776wl8v	27	17	30	68	11
p0088635zbtr	5	5	5	78	5
p0007822dpgq	18	7	20	65	11
p0018920j5gx	22	10	25	52	10
p0070918vkbn	29	20	30	46	9
p0020989rkdm	43	34	48	64	10
p00277894mh6	9	7	12	47	8
p00349824j4e	10	10	14	53	9
p0091856fxdy	3	3	3	58	7
p00085879umw	66	48	72	55	10
p0084321nlom	348	244	417	47	12
p0091407sev8	98	64	106	54	10
p0028538cwv8	180	156	225	43	6
p0035356rnjb	70	58	72	59	11
p0035046nftv	17	16	24	63	3
p0090353g2az	64	46	69	95	7
p0023166vxtk	144	126	190	43	7
p0090356qmfs	20	16	53	145	12
p0051217sdy3	28	25	30	83	7
p00012322vmf	440	402	584	78	11
p0047546diup	3	3	3	66	12
p0079383unbs	4021	3282	4343	57	8
p0000131ztro	72	47	76	100	14
p00956832tho	99	57	127	82	8
p0040356ga7w	543	307	586	76	13
p0097257dkgf	91	74	103	66	6
p00701373mpd	69	49	72	59	14
p00892626jc4	95	52	103	41	9
p0061655kqeo	11	11	11	23	3
p0015140htnw	192	140	315	31	5
p0007608akjd	2	2	2	33	6
p0050107krqg	146	116	151	55	17
p0021334kcpi	1	0	1	40	7
p0058033oe8c	34	22	34	43	8
p0087698euo7	9	9	16	111	3
p0001119s8sz	31	25	38	69	10
p0062377ga8b	56	54	59	30	4
p0010741gu7k	58	40	69	56	10
p0018349atma	113	91	118	54	3
p0095164djal	440	361	483	27	6
p0002429cyqu	12	6	12	77	9
p0046661fdev	141	103	151	86	11
p0023102fave	42	27	49	80	11
p0086089kme5	256	226	261	100	20
p0038074thq7	371	287	411	89	9
p0090441y3mb	2	1	2	82	9
p0008777ekbz	4	4	4	43	9
p0005155vpwt	10	8	11	64	14
p0084442zict	312	201	332	62	12
p0013713y8wm	7	5	11	64	7
p0049668pbr6	320	306	343	40	9
p0017089xaur	11	10	20	33	8
p0091057nmxq	221	188	233	65	9
p0002392k3pz	107	73	113	29	9
p0043444ej8t	28	22	30	62	9
p0079813f25b	23	10	24	47	10
p000060775km	13	10	17	68	9
p0000711kf5h	78	64	94	58	10
p0061491blyl	35	31	104	122	7
p0096602vnyx	63	44	75	54	8
p0078612xreq	16	5	16	58	12
p0098606rjnb	22	13	23	49	9
p0036508vta8	26	16	26	52	9
p0021372thpj	18	15	18	57	9
p0014217n8fz	3	3	3	44	19
p0018398bmul	513	390	536	64	9
p0086141b9q7	0	0	1	63	12
p00958315ece	185	139	226	152	8
p0040333736w	15	8	17	63	10
p00295353jms	17	14	25	124	7
p0059458e9e6	92	79	93	121	11
p0088170rfcx	533	421	558	52	8
p0077191hvbc	19	19	19	78	15
p0010212pzdz	0	0	1	258	20
p0065146659j	29	25	42	51	8
p0096269xpi6	1	1	1	54	13
p0068611b3dr	54	54	66	146	8
p0037771qf57	104	86	108	50	6
p0088528h2qd	531	428	668	70	8
p0054025ru5g	136	109	154	54	7
p0008854vskw	52	36	60	31	7
p0060120lcdt	20	17	23	73	13
p0001712ldyu	3	3	4	27	3
p0003769fvtm	39	34	39	39	8
p00743783ymg	197	154	223	70	9
p0093763ksmb	93	63	98	51	8
p0085868b6jc	23	16	23	62	9
p0064631yfrw	23	18	23	62	10
p0078210aisd	17	12	20	43	8
p0092437al2v	8	8	9	53	9
p0038028sepv	329	305	406	73	7
p00152437egj	411	306	430	100	14
p00837979kfl	96	55	105	83	15
p0067275lqua	7	5	7	50	9
p0006061cvub	1	1	1	60	3
p0042902hsiv	259	249	273	42	6
p0048092gq5w	249	202	257	37	4
p00492279b3h	5	5	6	37	6
p00888234cjd	1	1	1	60	9
p0009514qk64	158	117	190	71	8
p0012398prqt	1	0	1	26	4
p0094770no3o	75	60	86	45	9
p0014903rwjt	31	24	34	50	7
p0070338kszs	25	20	30	38	8
p0000769dxwg	1	1	1	49	9
p0006589lmgx	95	82	115	26	7
p0071019osgw	428	282	450	38	9
p0083851zuds	54	39	55	64	9
p0011839rkso	23	23	28	32	3
p0007651dsaw	8	8	8	44	14
p0027597yb2n	97	87	111	44	5
p00065846jte	9	5	9	48	9
p0081604sz3k	3	2	3	63	13
p00122117tbz	1	0	1	33	9
p00886096rph	51	25	61	54	8
p0096443amlk	99	68	108	47	7
p0002109p9r8	215	172	216	65	10
p0021659ou2u	97	90	107	92	9
p0089323pop3	107	90	110	43	5
p00036937wlp	3	0	38	53	5
p0040705eprd	1	0	1	38	9
p00022464sme	437	277	474	37	10
p0081848smoq	115	76	127	54	9
p0004421hbf8	3	2	3	54	9
p0057562xilt	11	10	12	140	19
p0088428r4ju	125	85	137	54	9
p0000760ezgz	44	38	97	43	7
p0059218even	44	36	45	43	7
p0098954ctsy	39	31	40	34	6
p0006926yx7d	29	24	32	41	5
p0013508chpj	8	6	8	23	2
p0088347ewki	87	63	99	43	8
p0008884joif	0	0	2	35	5
p0002093yhmb	195	150	243	77	11
p0004811yq2i	2	1	2	44	9
p0087023kthm	47	32	48	70	8
p0079403nmuh	54	45	62	64	7
p0007112mihm	2	1	2	44	7
p0045640ks46	24	21	32	47	9
p0042698hxpl	109	71	124	101	14
p0099426x7bi	7	5	12	66	13
p0087700zk6s	381	239	406	64	10
p0093850ul64	7	5	7	55	19
p00072377io5	7	3	7	52	11
p0050817cupw	12	12	13	34	7
p0081222rext	14	12	17	73	12
p0068524wveu	277	233	338	51	5
p0016068jt7y	68	44	70	39	8
p0030296lvh4	84	52	99	84	9
p0065117juif	15	12	18	59	16
p0038666jcn6	113	61	118	46	7
p0087814ban7	5	4	6	43	5
p0099966xlf2	201	166	217	65	9
p0008500ay8b	112	77	123	90	12
p0007278t3xq	15	15	16	43	6
p0086653ptzx	40	26	42	85	7
p0052490zjfc	154	107	157	78	11
p00985629dh2	372	206	389	47	7
p0022934va4u	16	15	18	59	10
p00362128k8e	119	84	131	40	7
p0068810dsg7	133	101	145	74	9
p0076013c8mv	58	52	64	43	4
p0084829nhg4	53	36	55	52	10
p0046525rkmq	1	1	1	43	6
p0019005ac5a	29	18	32	59	10
p0013376bsyk	83	60	92	57	6
p0036218kch8	123	102	151	108	15
p0085863w7jf	101	89	166	59	12
p0004876mivz	14	3	35	82	12
p0058859mwtw	1	1	2	58	7
p00003413abs	112	92	122	65	13
p0003757nynl	83	61	111	62	10
p0008848un8l	3	1	3	27	6
p0077024fc56	74	47	79	57	9
p0002764etf4	148	74	157	52	10
p0085395lmfh	327	246	348	57	7
p0069071lizn	52	32	54	49	10
p0000565adwd	142	103	148	72	9
p0010883hwm7	7	1	26	87	5
p0037560a5sb	22	21	23	40	6
p0012558q4em	37	34	40	42	7
