Company	DS Correct	ET Correct	Count	Num Types	Num MealTypes
p0093787jojc	12	8	12	49	5
p00191538fri	28	20	37	71	10
p0050494hglc	2	1	2	81	10
p0005390vruq	1	0	1	51	10
p0010833yqlj	274	224	284	58	8
p0001602erkn	383	333	999	71	7
p0079897yhpc	74	51	81	49	7
p00518654wo2	43	35	46	45	8
p0081756uhaz	73	39	78	121	24
p00031336lkl	4	3	4	64	10
p0099465upvn	99	38	102	91	13
p0074528tmzf	83	43	88	34	4
p0066046dhc3	199	136	244	53	11
p0093101k9ob	12	15	29	40	5
p0012967raui	34	29	35	35	8
p0076272xkam	64	53	70	46	5
p0068601gdua	6	4	7	34	9
p0013598w46e	198	122	237	46	8
p0097404ciuq	39	38	40	41	7
p0095606tzac	182	154	197	87	7
p0063989obat	10	10	19	43	5
p0045659j3bh	28	24	123	67	6
p0036527ctse	516	378	544	56	10
p0069078vl6a	2	0	2	47	10
p00055802bz9	1	1	2	53	9
p0097268uy7n	110	99	131	44	9
p0039875tata	100	70	151	82	11
p0014067cbif	22	12	28	66	8
p00928466khg	366	226	393	40	7
p0004007cd4d	117	105	129	53	6
p00858306zo2	2	1	2	59	9
p0030513hpem	11	11	16	69	12
p0092826y47k	99	91	102	53	7
p0046704q9v3	116	111	185	81	4
p0052038crqx	37	25	38	124	23
p0090887f5vy	236	176	276	106	14
p0071668abjm	7	7	8	75	5
p0003436pkrm	23	23	26	70	8
p0097406finc	45	44	53	57	4
p0068826zekt	489	334	527	56	9
p0095645g42j	215	113	285	97	19
p0029516qwbg	28	19	31	49	9
p0018141qbms	1	1	1	54	10
p0001275sdpj	527	404	560	61	10
p0077304tuit	257	248	262	32	5
p0093293xuxq	51	24	59	52	6
p0086689amgs	107	70	115	47	8
p0009127rmqf	17	10	20	77	16
p0070910pon9	25	18	37	344	48
p00275668dok	17	15	24	52	7
p0099337ayit	4	4	4	43	4
p0005453xcdk	360	222	470	71	9
p0083372ycso	84	61	99	55	7
p009764194of	9	8	9	38	8
p002523957ln	37	39	43	34	7
p0088137qcwq	1	1	2	61	9
p00403427pry	201	134	204	86	14
p0091417rtcz	204	151	227	46	9
p0032118cvwn	18	12	18	71	12
p0087877qfm6	13	9	21	103	14
p0091910somq	34	26	34	61	9
p00886306gmo	21	19	21	43	6
p0098876vmru	8	5	12	39	5
p0002446ortv	31	20	31	95	28
p00456587yt5	52	31	77	242	12
p0051513nbyk	10	7	10	31	5
p0045212t9k2	22	17	28	70	12
p0084594uoep	234	158	242	62	11
p0091244oden	130	101	132	53	9
p0006080lnjh	309	226	351	60	9
p0093246rdnc	0	0	2	48	5
p0095218xfrg	270	174	300	103	11
p002772989g2	389	240	425	47	9
p0003424leis	156	134	167	118	15
p0035302rvyj	75	62	76	49	4
p0056337jela	491	348	575	50	6
p0037247biuj	308	251	318	51	9
p0008354gpsb	4	2	5	47	6
p0007067u97v	2	0	2	66	12
p0099243s3zw	99	68	119	35	8
p0099181bdym	28	16	32	66	7
p0095444roas	23	22	23	50	7
p0016431wlu3	164	133	185	69	3
p0083992hkcy	13	13	13	53	10
p0048664lyaw	119	102	210	55	6
p0082033q7zl	10	6	10	45	8
p0089630z2dl	3	1	3	56	6
p0090889b4zd	368	270	409	152	13
p0049629dbfi	113	58	141	70	8
p00388085uf4	419	293	470	105	50
p0031427gzal	71	45	73	97	10
p0038804wnsa	25	14	28	104	17
p009118959bm	100	89	118	51	6
p0084712fhpx	8	5	9	62	10
p00976409cvj	266	149	271	57	10
p0083795np3n	79	33	86	54	6
p0012225yocr	0	0	1	52	9
p0094336by6e	1	1	3	43	6
p0059931srzv	2	1	2	53	6
p0092923zeoy	846	712	1064	87	12
p0023444gmet	8	4	8	57	9
p0007601ws3t	7	5	9	60	9
p0029514gxbc	43	34	50	35	4
p0091357ke6a	41	26	46	77	10
p0005220junb	88	91	105	15	3
p0082910w2yd	22	10	31	63	9
p0016436bdcx	34	32	34	50	6
p0001661ngqw	9	1	10	79	11
p0000982cedw	442	435	468	32	3
p00156376gcr	5	2	5	65	9
p0039545yvqn	13	5	14	41	10
p0071715k4kp	197	146	219	115	20
p0003374uexa	191	125	223	95	16
p0001285waho	74	72	86	53	7
p0050822erni	122	110	124	51	4
p0099556ebqd	4	2	4	54	9
p0062178spnw	4	3	4	50	8
p0026260akm2	296	208	334	52	7
p0006704wvkc	40	39	51	22	3
p0020469e8it	185	119	190	57	11
p00074224gty	47	19	51	38	9
p0002320ho56	127	100	156	57	7
p0016791djwo	69	43	83	46	13
p0046440ea5b	39	34	41	54	9
p0075187ylo8	98	48	101	79	12
p0085539ecsj	27	23	27	69	8
p0045358xwnx	191	167	212	75	8
p00701324kgj	73	58	90	20	6
p0053896obka	2	1	2	51	9
p0084734etjg	83	74	87	52	7
p0099146gdfn	2	1	2	46	6
p0074964pwmd	5	3	5	86	7
p0093295b2vo	306	256	312	52	8
p0043194zgbi	27	20	27	37	5
p0004403mer3	39	34	40	62	7
p0005353xtdu	9	7	9	49	8
p0005250sx6f	7	4	7	51	8
p0088567wkxr	40	27	49	235	12
p0085757ble2	19	13	23	40	9
p0001697yj3h	1	0	3	44	5
p0068898s2hj	51	41	57	17	4
p0095404q7xr	4581	3685	5132	108	10
p0014629qi6f	2	1	2	29	8
p0003735464g	40	40	45	29	4
p0076684cljl	105	103	109	48	6
p0085974lisf	15	12	15	32	9
p0087754nols	435	322	451	109	13
p00159839w6e	79	46	90	52	13
p0005779ueaw	1098	695	1205	61	10
p0007254fewm	409	279	440	40	6
p0074464vk3v	53	37	54	53	8
p0091114chdy	8	6	8	69	9
p0003379awfl	43	25	55	57	9
p0004636hult	100	63	110	92	13
p00702942jsn	32	32	77	122	7
p0056112qvql	101	83	103	35	5
p0029059erda	19	17	29	70	15
p0074347nxln	51	28	60	55	11
p0006962fpro	1	0	1	94	16
p00365355ihi	81	68	82	56	9
p0007020cwn9	13	4	15	33	5
p00048625lem	276	183	311	73	9
p00277109jnt	113	100	119	61	7
p0080837dlea	286	194	296	51	9
p0093286fvtb	65	50	72	94	11
p00029115sw2	460	399	572	57	9
p0061709ktfk	77	72	79	38	5
p0086609ksri	57	14	61	85	7
p0065167ngdf	3	3	3	32	5
p0036870deio	207	161	231	62	10
p0092212sisf	1	1	1	68	10
p0088760oxvx	69	46	72	55	11
p0021236fgw3	27	27	28	30	4
p0067220lxeb	6	4	6	96	8
p0089885vtqm	99	86	103	31	4
p0088746prgq	157	119	161	45	10
p0006439dxpb	201	190	316	65	4
p0007533bg9m	105	90	108	61	13
p0023239kzxt	4	1	4	52	10
p0074477hvjp	1	0	1	42	8
p0090900e7fc	263	168	278	61	11
p0018408lxtu	28	22	29	36	8
p0004092j8h3	124	75	141	52	9
p007306925dh	13	7	21	90	11
p007720263vx	25	20	25	46	9
p00438927a2t	11	9	13	55	5
p0074250dqpr	17	13	18	60	12
p0077654rip5	1	1	1	51	14
p0002375eyjo	2	2	13	48	4
p0082088mord	928	719	1062	64	6
p0078836v9pt	15	9	19	52	7
p002603178qt	55	36	60	89	15
p0040222l8ej	454	366	481	30	6
p0002769btv9	14	14	28	19	6
p0040023xqcf	3	3	3	46	11
p00564649akf	8	8	9	41	6
p0044444y7bn	276	207	335	117	8
p0097307bin6	863	552	903	39	7
p0004668r4kg	75	57	76	64	10
p0088258q5uv	28	24	28	53	10
p00702144odl	276	229	323	109	7
p0087511kylg	1	0	2	146	19
p0032483dnue	202	116	222	70	11
p0087648ybrh	69	38	88	93	26
p0008577phsh	14	9	21	51	6
p0056347ae2y	10	5	10	48	9
p0070380mba2	135	90	158	112	6
p00942427egp	349	277	403	71	11
p0062172ucna	405	284	414	51	10
p0044448xvz4	47	39	49	58	9
p0064464kstp	119	86	326	59	10
p0064044yegu	218	166	226	39	5
p0078595lb2t	2	2	2	54	6
p0049163ybep	76	62	93	83	22
p0099095cayu	282	268	296	61	10
p0001116mubu	1	1	1	48	9
p0097750skpw	146	125	156	35	6
p0045242g2fc	43	41	43	45	6
p0080466tfrb	2	0	2	120	21
p0010350gmaj	42	30	45	50	5
p0071702tn23	211	171	221	78	15
p0005434wtui	2	2	4	67	9
p0061652kmgt	118	96	124	36	8
p00211259jqf	157	101	174	128	13
p00977699c2j	224	202	265	91	12
p00962114qkn	983	829	1067	47	6
p0002575lujo	1	1	1	58	9
p0018420cw3u	136	80	138	56	12
p0001240oekd	9	7	9	87	10
p0023110sira	40	30	40	63	9
p0004777vzgj	19	10	20	58	10
p0008931src4	44	31	44	57	9
p000726778jh	14	11	15	22	4
p0007382aytz	9	8	10	153	16
p0043611aoji	5575	4025	5897	73	17
p0092503hy9h	12	7	127	67	3
p0007054hd5c	1	0	1	49	9
p0084339j7qd	2	0	3	94	27
p00107336h75	1	0	1	46	6
p00993066hig	94	88	112	41	3
p0074606b2rj	4	3	7	68	7
p0003170ryve	54	42	57	106	8
p0097227sxmh	24	12	26	60	9
p00079346ks4	28	8	41	68	4
p0068293wqij	12	7	12	49	10
p0078341z3y3	0	0	1	123	14
p00216799kq3	1	1	1	41	4
p0068590semk	60	43	68	72	8
p0093769ejd6	31	25	37	69	14
p0032042rxye	202	175	219	73	8
p0009214pa3k	42	34	47	29	4
p0010843lh8j	57	52	73	22	5
p0087721gz7n	28	16	41	78	10
p0075709dsuc	16	16	19	27	4
p0091953tndo	9	9	16	66	3
p0005638ybiz	31	16	36	40	9
p0088577ldyg	276	154	304	68	12
p0088886oj8g	68	65	73	53	9
p0012587eqpt	213	146	221	64	11
p0090848oudb	123	83	125	47	10
p00033624hbi	4	3	4	42	8
p0030423fjdx	301	261	413	75	9
p0057138jtpd	33	23	36	49	8
p0095453jbyl	15	12	15	68	8
p00890624a5r	11	10	14	47	9
p0051840cgol	12	6	13	73	9
p0088598r9tf	496	376	543	39	7
p0019515l3fh	25	12	26	61	17
p0020675feyv	31	22	33	40	9
p0005706dklr	54	41	63	36	9
p0086490k8we	92	81	106	39	5
p0001872lm6y	2	2	3	141	12
p0070999mxqc	144	102	147	51	8
p0018409tecq	207	122	244	90	18
p0013805aujw	281	261	308	60	9
p0099287myth	358	315	391	56	6
p0002620fqdo	25	22	30	88	9
p0096300ngcb	159	99	164	64	9
p0003825efif	122	83	130	36	7
p0071730puvb	26	18	28	42	8
p0056685l5nl	104	63	110	66	9
p0056097ywcy	50	32	53	66	9
p00857379pbx	42	33	47	71	12
p00095768bkq	121	100	123	61	8
p0003178nuij	31	22	35	39	8
p00722876syn	818	594	874	80	10
p0023191elbg	22	20	24	54	8
p0012507uyc8	25	2	33	29	3
p0045200ftr6	86	49	99	107	18
p0009008mhdh	2	1	2	34	3
p00713978cen	84	59	87	30	6
p0071185u8wn	96	96	99	19	3
p0033820wecx	635	469	660	75	9
p0083370qv8q	343	264	368	49	6
p00016175yh3	141	99	204	76	8
p0023520gkas	22	18	22	36	6
p0003846lxdn	35	19	43	62	11
p0005952dnqb	25	7	82	67	11
p0015423psc7	71	43	78	41	9
p0071578mdpx	11	11	14	72	6
p00210249kfe	377	280	416	47	7
p0006842kspy	3	2	3	77	15
p00716638bat	33	24	36	50	9
p0007187asmy	310	191	332	36	9
p0077914bm3b	11	10	11	40	8
p0004263c3f2	56	46	62	66	9
p0000304ks3w	1072	636	1257	73	8
p0078439zhbq	97	97	101	28	6
p0099910qzud	5	4	7	68	7
p0052189gs2o	935	645	1043	50	6
p0096312a5n5	91	66	161	50	5
p0096263um5p	434	338	507	49	6
p0003791ztua	14	8	14	54	10
p0014206rztv	62	38	70	28	6
p0092806kmoc	254	238	364	44	5
p0083153ul8g	133	108	137	48	9
p0006519kjc9	206	138	249	50	3
p00307799fgi	53	42	56	67	16
p0008319vjqg	23	22	24	58	9
p00918729map	1	1	1	50	6
p00894374vaf	53	36	55	45	11
p0039014fh32	19	9	20	42	9
p00037398in6	2	1	2	47	9
p0085572ycgq	16	6	16	63	11
p0094330rs8z	182	137	192	45	11
p009318486rh	34	19	36	25	6
p00054502a8m	411	278	444	68	11
p0097793ghyo	777	523	825	97	14
p0004839dbnr	1	1	1	51	7
p0089714cdyt	273	229	283	49	8
p00050463adq	8	6	8	58	11
p0016778qhgo	33	28	33	40	7
p0094599vxkd	12	11	12	45	9
p0006429ac4r	159	86	185	192	48
p00079184stb	38	16	45	61	9
p0027579kblz	209	199	248	122	8
p0074883epay	16	11	16	33	9
p0035486trfp	337	206	380	155	13
p0086345up2t	5	3	5	43	8
p0007369eajp	352	329	377	86	5
p0003624uz2v	10	9	16	35	6
p0099642qden	27	26	63	54	3
p0002097gacm	425	297	456	35	6
p00859197z4e	80	58	80	46	10
p0004732l72y	146	126	177	26	5
p00126205erd	50	32	56	43	9
p00382584sbn	1	1	2	67	5
p0092099kzap	86	65	97	48	9
p0071667q5gl	1	1	1	56	3
p008187043em	1	1	2	79	13
p0009325tod3	21	20	29	30	4
p0007113traz	23	18	28	38	5
p00061219d3j	60	45	66	26	5
p0073040rn2c	112	108	116	40	6
p009588046gi	15	11	20	63	10
p0079997xlht	151	139	171	62	4
p007231943ek	220	143	269	150	12
p0071748pfei	12	7	14	50	9
p0002332njhr	73	50	75	64	11
p0016625a3ph	5	4	8	70	11
p0099914bg64	837	808	931	104	11
p0020500aopb	313	265	328	65	10
p0045183v68p	85	56	92	83	9
p0055832tmk6	57	52	72	30	4
p0025412dns2	3	2	4	89	14
p0003532a4cn	13	3	14	60	8
p0002495tnhs	1	1	1	51	8
p0061495wjzm	63	33	66	67	9
p0006943qgsc	41	20	47	30	4
p00456869jdp	169	162	189	70	7
p0007276fd7h	123	80	132	56	9
p0092504devr	29	21	29	54	8
p0026079cv59	101	59	109	85	18
p0005810jewz	48	47	48	30	3
p0061313zcnj	1	1	9	51	7
p0099200zbwm	73	56	80	31	11
p00509419skm	27	11	27	48	5
p0087176jfbn	67	38	84	104	10
p0094591pq8p	42	32	44	46	5
p0024490vw42	511	422	560	94	15
p0000316otnq	36	33	40	37	6
p0002409qm9d	25	19	27	48	8
p0078751sazt	52	48	75	56	7
p00077056cab	53	32	69	63	7
p00162318myk	1	1	1	55	14
p0002319xsmn	0	0	11	130	4
p0039536aoks	17	9	17	46	8
p0070370dvu7	27	12	28	52	8
p0033432xurh	116	79	125	87	9
p0096487p7im	8	8	9	96	11
p0003570cpbx	7	5	7	49	8
p0095648yv9y	36	22	43	46	7
p00010268mlx	41	35	44	33	7
p0004418c7em	207	127	234	53	12
p0086280tpzg	29	15	30	57	7
p0017585mxtk	109	77	144	84	11
p00685949zpc	65	41	68	43	10
p0017250gl3f	11	6	11	49	6
p0056108b8rg	28	24	32	65	8
p0010183a5b9	29	20	30	48	8
p0088306op8k	689	643	713	68	10
p00936768469	11	4	11	34	5
p0095920kuau	160	145	195	50	9
p0093850mgen	35	25	48	38	7
p0022326lqkv	34	28	77	149	13
p0067302rghf	0	0	10	70	1
p0018967ro2f	62	49	69	36	6
p00953909uvq	101	80	104	58	8
p0073867sgou	21	14	37	43	5
p0057150drkp	6	5	10	58	5
p0005542ebir	353	295	358	37	8
p0056494fpkt	13	9	41	65	11
p0093926orte	204	146	215	40	6
p0007639znzc	31	18	47	59	10
p0001628fjst	408	315	453	45	9
p0099752ynb9	71	46	79	55	9
p00930324pgo	51	37	71	36	8
p0000173abyx	82	49	91	43	10
p0017749a7ao	21	19	26	82	5
p00808289e4c	8	7	9	63	8
p0070785kmzm	1	1	2	60	8
p0046277gwqr	36	34	62	44	6
p0002106cdms	9	7	23	44	3
p0032024s4gm	88	59	90	69	17
p0006904jhd2	37	37	39	78	9
p0071007bklr	73	62	84	33	8
p0091553ocba	56	47	60	47	9
p0006847umjk	101	69	110	45	6
p0090876oxsh	2	1	2	43	7
p006698137a8	28	15	32	51	11
p00209266akh	7	7	7	46	6
p0035338wzi4	15	12	15	91	10
p0001285ad2k	9	0	9	63	10
p0056329orqa	1	1	2	80	9
p0001876qtrh	5	2	5	57	9
p0097759bzrh	140	98	148	39	8
p0087760o8zi	3	0	3	40	9
p0039563tyah	13	10	17	26	5
p00893915ze8	122	77	134	74	8
p0036866gszw	26	15	29	79	15
p0083467ckpd	167	107	181	58	11
p0005932mxix	611	385	688	145	14
p0007637doiz	18	14	20	45	8
p0065576l8uj	85	67	93	43	7
p0098637tm6r	313	129	324	84	16
p0075369ofsc	118	95	134	82	5
p00619539zn2	225	160	253	68	9
p0087741pe4c	34	27	34	36	9
p0030943ph5u	59	38	64	55	6
p0012392vip2	2	1	2	49	16
p0069421hq8n	5	5	7	92	10
p0052473ea8e	368	271	438	46	6
p0050813lhex	28	21	51	35	8
p0085467ps9p	89	75	99	69	9
p0088573pbup	901	596	953	62	10
p0003821ehf2	17	17	23	87	13
p0027568rns6	45	29	60	68	8
p00475eizw	35	23	40	68	11
p0000050akac	3	3	4	55	10
p0001469ba7k	7	0	7	110	14
p0012160ctev	27	27	32	28	4
p0032579d3mp	19	13	19	38	8
p0066905ubsa	1	0	1	49	6
p0062201pzb6	29	6	46	143	13
p0095394shlr	922	729	998	98	10
p0000275nasd	135	114	140	93	10
p0008779stwk	42	15	53	39	9
p0098929ydqo	92	66	94	58	9
p0048192q2mu	89	70	97	49	8
p0009672ypw5	23	14	24	43	10
p0092849rwfc	124	102	128	41	9
p0032094eshv	140	121	144	92	9
p00801483bre	19	16	27	66	8
p0012551c7pg	6	0	6	87	15
p0000709pfco	10	7	23	74	5
p0071918hjx9	468	321	565	132	11
p0036273mwcv	33	24	37	44	12
p0003268fqtu	11	9	15	40	9
p0087308b5f2	223	164	230	66	11
p0097459fd7f	318	282	363	49	6
p0090217j5am	14	9	19	52	7
p0049696xcux	425	418	471	36	2
p0016475yetu	7	4	7	114	23
p0060632ucng	15	9	16	50	9
p0007352clps	1	0	1	70	8
p0051317vfns	6	4	8	35	5
p00913104dc9	64	67	113	116	5
p0001634seok	70	62	74	41	5
p0070212loa5	25	19	27	75	11
p0009327lysl	2098	1554	2419	58	7
p0006177wpab	83	78	94	56	11
p0087413doey	40	25	40	61	9
p0000217c3i5	18	9	24	70	9
p0002050qrsk	7	6	26	41	4
p0002670ejrs	127	104	149	72	6
p00616197zv2	20	12	21	61	9
p00030557phc	24	24	25	39	7
p0045068juwj	245	132	262	57	14
p0072328sovy	110	92	158	106	12
p0001862sids	595	509	633	68	9
p0001907uxgo	16	13	16	34	7
p00018178abn	2	1	5	80	14
p0042101rnv6	68	49	78	37	5
p0053292p6ko	77	43	80	57	9
p0044446dbyd	8	8	9	190	56
p0087534pya4	2	1	4	27	4
p0014895cuhq	6	6	8	107	13
p0088620nm9n	20	7	20	45	7
p0025176ac2o	270	209	301	50	8
p0089829cqz8	5	5	5	40	8
p0008235bskq	28	21	29	33	7
p0019179kcar	10	10	15	56	6
p0009549lisc	0	0	1	64	8
p0014312mtau	2	2	2	44	6
p0074214oqfq	57	46	58	59	7
p0005754u6sa	81	81	99	49	6
p0009049j8ne	4	4	5	50	10
p00961385mnd	69	41	71	81	13
p0094813c6jt	545	330	579	75	8
p0076702l4hb	83	29	90	45	7
p0001843gzh2	317	220	378	37	4
p00952505858	16	14	24	49	5
p0005641auxc	170	144	202	69	5
p0044397lorh	31	24	31	62	9
p0095948wux8	226	161	233	59	9
p0003174ne6u	80	63	97	46	9
p0065738gntd	31	20	34	89	7
p0032285szgu	10	10	10	67	11
p0072531j8je	144	107	149	74	11
p0082855n9fm	36	34	42	75	11
p00944309huz	1046	615	1253	95	11
p0001936yl6n	20	14	21	58	10
p0037126e9iw	130	93	155	43	9
p0038070vtkj	8	3	10	82	7
p0079308catf	42	30	46	67	10
p0046593gpup	83	60	89	84	20
p0097764mp8t	150	104	163	78	6
p00710302fbe	248	207	263	83	10
p00277636zls	0	0	3	52	8
p00194347ky6	52	44	66	29	6
p0003023h2cs	367	280	427	95	11
p0084850jy5f	11	10	12	47	7
p0090344outb	15	13	18	53	9
p0093030adpy	48	38	50	57	9
p0081759udz2	1923	1141	2269	68	10
p0089842s3bm	58	51	68	32	5
p0006423abgx	4	2	5	47	9
p00027476wl8	17	12	18	101	9
p0005802ctod	23	17	24	42	4
p0084974cgxw	13	11	14	106	11
p0036056kgj4	84	60	91	116	10
p0048590kzbo	69	44	77	61	13
p0003806fapn	22	21	24	47	8
p0087636whmq	20	16	22	43	7
p0090829dwey	70	64	73	57	10
p0080959srte	92	73	95	56	9
p0001113kwbt	122	82	135	55	9
p00455555qwn	52	42	58	61	12
p00307866pyh	81	42	87	76	12
p0032943dpix	62	50	65	33	7
p0017738udyk	33	22	35	41	11
p0001949cwew	147	126	166	42	5
p0072701rfae	18	10	22	70	9
p0088861enbo	126	91	128	67	10
p0097249guzy	31	23	36	51	7
p0097995sjbn	2	1	2	47	8
p0095407aq3r	466	354	494	55	9
p0010711jfxe	25	22	27	86	11
p00116193ncv	1	0	1	37	6
p00437696fsz	266	187	277	118	11
p0056669hyib	67	52	70	47	9
p0003028eqnq	4	1	4	106	15
p0046538em6d	105	72	112	31	6
p0001277htsk	13	13	13	48	9
p0034989jqs4	56	29	58	80	9
p0096571bdca	173	125	185	52	12
p0045912t85d	1	1	1	43	8
p0009197x7rl	0	0	1	99	19
p0048286g68q	79	52	100	65	10
p0090299y9eu	345	285	363	21	4
p0003878xmbu	37	28	37	123	19
p00885936csj	16	14	17	43	4
p0005058xn7y	4	3	4	52	7
p0003587fhdt	10	7	14	53	10
p0063464ot7x	112	71	119	56	9
p0002666mb7c	169	121	192	52	9
p0008419mkna	32	22	37	34	7
p0022321nfdy	11	10	13	82	22
p0081677bwm3	116	90	131	38	8
p0003493fibr	28	20	28	56	9
p0084889vbhc	132	95	136	36	8
p0097255lpjt	15	14	17	74	4
p0085834yplc	111	75	123	54	8
p0003037rihr	12	11	14	54	9
p0078650jnfx	156	116	163	37	9
p0006657kpds	199	141	205	25	4
p0002031qcag	41	36	49	41	7
p0018221ynza	236	148	245	59	9
p0044377lpbp	33	19	34	48	9
p00139147pme	2	1	2	26	6
p0091538yhx3	48	37	54	33	8
p0062508zq8s	26	17	29	56	9
p0078710asdn	48	36	50	29	7
p0088559zsnc	71	46	92	55	9
p0015543yvrl	116	68	130	45	8
p0012988c4sn	127	78	136	68	9
p0010679dgnk	4	2	4	45	11
p00865846j2h	18	8	19	57	9
p0003576dzc2	228	138	243	69	9
p0096391eatr	13	10	19	95	9
p0042244gs9q	34	31	36	81	11
p0091593mnid	255	174	317	62	9
p0091637ruvg	49	33	51	58	7
p0007563a2ho	2	2	2	39	9
p00548974m8g	1	1	1	56	9
p0032908otd9	23	12	23	43	11
p0015995vhku	11	3	12	76	9
p0070657cf75	5	4	5	59	10
p00213828j3b	5	2	6	31	8
p0099130fc2a	37	20	41	44	8
p0026373yt8a	29	23	32	38	9
p0062510movj	373	326	530	72	6
p0094798atje	101	86	108	103	12
p0071916hd4j	11	10	12	36	4
p0036973wpwd	44	36	50	60	9
p0040715xsic	2	2	11	46	3
p0070662hmjc	34	24	43	66	9
p00075735dln	27	25	29	54	12
p0009949tdkg	47	37	59	65	12
p0003503dsci	19	11	20	49	7
p0095875qint	17	13	17	41	7
p0079365choq	23	16	24	47	9
p0008607lfuz	60	44	83	60	8
p0089815astq	4	3	4	56	10
p0016589deiv	2	0	2	53	8
p0049079e5ax	19	13	23	40	8
p001893039uw	39	33	41	47	9
p0099998mqkj	81	60	115	77	5
p00820592s4l	61	36	69	70	8
p0002494hqdk	39	30	42	35	6
p00030728exz	29	24	35	52	9
p0089865tp6k	214	110	252	82	13
p0084986j6io	8	6	9	72	12
p0022295wse6	169	137	178	88	9
p0070771hw8t	30	44	65	21	7
p0073070vrsf	41	33	53	63	8
p0094994elig	6	4	8	52	6
p0087889qada	28	22	34	43	8
p0066301tnck	1	1	1	37	7
p0032720k5tm	1	1	1	68	10
p0097450j6qf	460	290	498	73	12
p00676262shy	13	8	13	36	4
p0058868xbyc	8	4	24	81	10
p0086718kby6	84	62	86	40	6
p0088111ynkv	2	1	12	88	8
p0017091qmli	14	14	16	40	8
p0086070gmkl	1563	1368	1660	45	7
p00079889vna	44	30	46	58	10
p0020555p292	9	9	9	34	3
p00868655opo	42	8	48	129	9
p0040970gzt9	39	27	48	38	7
p0001075jrey	18	9	22	44	7
p0034713fpe3	121	143	157	51	4
p0095715kiha	3	1	8	67	9
p0017588hzr5	601	459	627	46	10
p0007498g4k5	47	29	62	47	9
p0061659fcrf	77	64	88	58	10
p0073028x83m	112	74	129	60	10
p0091940n9xj	74	50	77	64	15
p0043500faja	1	1	1	57	5
p0097795gd63	44	40	47	98	7
p0037006b2ld	1	0	1	67	10
p0022197zso4	5	5	5	148	20
p0009036hcm8	2	0	3	32	5
p0099049dxt6	37	33	39	68	11
p0030469xtdi	123	100	132	69	10
p0094478az9l	20	15	20	35	5
p0087287ctue	312	248	340	64	11
p0029055pjov	284	272	298	31	4
p0058289fye8	0	0	3	39	7
p0033339v8kw	137	118	143	30	4
p0089338vnsl	16	10	18	62	12
p0029565n7du	14	8	16	63	9
p0088561aoxq	104	92	278	62	11
p0099388mbx6	7	6	7	43	6
p0001879uv65	46	35	50	75	11
p0097698xty8	81	59	88	57	9
p0096163dfg4	129	95	150	63	9
p0004192ao48	286	145	338	106	13
p0077210dki8	68	47	78	57	9
p00437309ydx	43	33	43	36	8
p0019509ydj4	72	51	83	67	31
p0006085yecj	12	6	24	116	17
p0019010c3zr	18	14	21	106	20
p0006935xnkj	28	19	30	102	10
p0010682uxem	12	9	20	29	3
p0047733pdk6	23	24	25	91	10
p0052596vlnb	27	20	28	98	13
p0005375s5yz	6	3	6	137	13
p0013575h8qh	23	16	26	44	7
p0003879sovw	90	71	109	50	9
p0095429m9ta	143	83	184	107	9
p0066908trkt	13	9	13	61	5
p00407033mfi	26	20	28	47	8
p0086071j8a6	120	93	122	44	8
p0097639fadx	1	1	1	56	9
p0055084fh8j	1155	934	2059	90	9
p0098724e9if	4	3	6	56	10
p0011831d2qa	88	70	102	101	11
p0028475uzdr	63	55	66	46	11
p008717127ip	96	71	119	81	9
p0005533zcmx	4	3	5	39	7
p0095131jabf	113	71	118	50	7
p00948102gbe	182	159	231	96	7
p0080545ontn	3	2	18	80	9
p00110357zkv	17	9	18	39	8
p0009855rh2t	396	341	442	31	4
p0092526ja9a	61	32	83	43	10
p0009959hlfd	21	13	23	68	9
p0095205sjfp	11	3	12	48	9
p0003519hrdr	171	101	184	62	9
p0003129z2ed	1	0	1	39	4
p0010789hyhk	36	27	42	315	32
p0005245ncqp	10	7	11	48	9
p0087719lgxd	6	4	6	47	11
p00546583of6	70	38	80	71	8
p0062487vacw	4	2	7	79	9
p0078189bh7k	207	152	211	55	9
p0001870cqlx	93	76	104	57	8
p0005727vsjq	2	2	3	29	3
p0087729esey	3	3	3	43	9
p0080667vlft	8	8	8	74	5
p00444059j8q	15	13	20	57	6
p0001845g9xf	64	50	95	107	5
p0014925szvw	21	15	21	45	9
p0072032kul2	79	62	84	67	6
p00977103ple	4	4	4	43	8
p0000964dyfz	18	18	23	49	2
p0088107s8gd	129	100	157	135	8
p0014360jzxq	1	1	2	38	8
p00956997v9v	915	820	1005	306	8
p0013771nkvu	357	294	385	78	10
p0072773kxrw	135	119	148	123	7
p0064716scb4	148	146	163	41	3
p0044372tmgd	158	126	171	106	9
p0089821a4vi	88	73	99	63	9
p00190309vsz	42	32	44	64	8
p0017736c5na	11	8	13	112	10
p0093917ruoa	89	63	101	44	6
p0078385fv7m	11	6	11	80	8
p0005127xpt5	54	33	60	46	9
p0088597g4xe	28	22	44	57	10
p0095313otpi	8	5	8	54	9
p0089582gb46	109	73	132	89	20
p0063986fx47	14	13	21	310	57
p0063969viz3	20	15	22	75	15
p0041480bg5y	292	243	299	50	7
p0087285ka9o	113	93	115	39	11
p0095047pa2r	17	17	23	48	9
p0080176mspn	91	55	98	43	8
p00026364ncs	1	0	1	35	4
